,Date,Specimen received date,Gauteng,Western Cape,DGauteng,DWestern Cape,LDLGauteng,LDLWestern Cape,LDLGautengNov12,GautengNov12,LDLGauteng-(Fil)Slope,GautengNov2,DLGautengNov2,LDLGautengNov2,LDGauteng,WCapenov19,LDLWCapeNov19
"575-1",2021-10-05,"05/10/2021 22:00",924498,514205,145,216,-8.7601939979914949,-7.7748888201890471,#N/A,-3441,-0.048825457500752449,-2392,#N/A,#N/A,4.9767337424205742,-3162,#N/A
"576-1",2021-10-06,"06/10/2021 22:00",924657,514397,159,192,-8.6681879507028263,-7.8930685925079489,#N/A,-3282,-0.040492234259934409,-2233,#N/A,#N/A,5.0689042022202315,-2970,#N/A
"577-1",2021-10-07,"07/10/2021 22:00",924789,514562,132,165,-8.8544475879059039,-8.0449655064838819,#N/A,-3150,-0.045458124686775535,-2101,#N/A,#N/A,4.8828019225863706,-2805,#N/A
"578-1",2021-10-08,"08/10/2021 22:00",924932,514698,143,136,-8.7745535620624686,-8.2385485832847021,#N/A,-3007,-0.024994810281544717,-1958,#N/A,#N/A,4.962844630259907,-2669,#N/A
"579-1",2021-10-09,"09/10/2021 22:00",925022,514770,90,72,-9.2377144801924356,-8.8747394207007151,#N/A,-2917,-0.01219049066880707,-1868,#N/A,#N/A,4.499809670330265,-2597,#N/A
"580-1",2021-10-10,"10/10/2021 22:00",925074,514798,52,28,-9.78635718821522,-9.8192981637777166,#N/A,-2865,-0.028132744213146592,-1816,#N/A,#N/A,3.9512437185814275,-2569,#N/A
"581-1",2021-10-11,"11/10/2021 22:00",925229,515018,155,220,-8.694287667604506,-7.758115961344302,#N/A,-2710,-0.02214435306428324,-1661,#N/A,#N/A,5.0434251169192468,-2349,#N/A
"582-1",2021-10-12,"12/10/2021 22:00",925365,515213,136,195,-8.825215158506742,-7.8791468558432243,#N/A,-2574,-0.026329603303002519,-1525,#N/A,#N/A,4.9126548857360524,-2154,#N/A
"583-1",2021-10-13,"13/10/2021 22:00",925495,515384,130,171,-8.8704793212397082,-8.0108380577058469,#N/A,-2444,-0.022632648005482411,-1395,#N/A,#N/A,4.8675344504555822,-1983,#N/A
"584-1",2021-10-14,"14/10/2021 22:00",925589,515519,94,135,-9.1948400077101056,-8.2475237104437191,#N/A,-2350,-0.037350538867525214,-1301,#N/A,#N/A,4.5432947822700038,-1848,#N/A
"585-1",2021-10-15,"15/10/2021 22:00",925675,515659,86,140,-9.2838847294617199,-8.2114227866989591,#N/A,-2264,-0.044306418948558447,-1215,#N/A,#N/A,4.4543472962535073,-1708,#N/A
"586-1",2021-10-16,"16/10/2021 22:00",925726,515706,51,47,-9.8064803942048755,-9.3030989425983996,#N/A,-2213,-0.053494810737891613,-1164,#N/A,#N/A,3.9318256327243257,-1661,#N/A
"587-1",2021-10-17,"17/10/2021 22:00",925775,515735,49,29,-9.8465397405496891,-9.7860244007844557,#N/A,-2164,-0.045789858789997764,-1115,#N/A,#N/A,3.8918202981106265,-1632,#N/A
"588-1",2021-10-18,"18/10/2021 22:00",925872,515873,97,138,-9.1637279112821446,-8.2262284362238045,#N/A,-2067,-0.049056709386278582,-1018,#N/A,#N/A,4.5747109785033828,-1494,#N/A
"589-1",2021-10-19,"19/10/2021 22:00",925951,515975,79,102,-9.3690860836533076,-8.5287419302532381,#N/A,-1988,-0.059270146150672047,-939,#N/A,#N/A,4.3694478524670215,-1392,#N/A
"590-1",2021-10-20,"20/10/2021 22:00",926035,516067,84,92,-9.3078051546596434,-8.6321141616103407,#N/A,-1904,-0.054788291430903649,-855,#N/A,#N/A,4.4308167988433134,-1300,#N/A
"591-1",2021-10-21,"21/10/2021 22:00",926090,516143,55,76,-9.7313638204378883,-8.8233321700464913,#N/A,-1849,-0.069571413159496082,-800,#N/A,#N/A,4.0073331852324712,-1224,#N/A
"592-1",2021-10-22,"22/10/2021 22:00",926158,516222,68,79,-9.5192557083314657,-8.7847678096805009,#N/A,-1781,-0.054914692249947009,-732,#N/A,#N/A,4.219507705176107,-1145,#N/A
"593-1",2021-10-23,"23/10/2021 22:00",926200,516251,42,29,-10.001153181005058,-9.7870244425421387,#N/A,-1739,-0.051618610826491509,-690,#N/A,#N/A,3.7376696182833684,-1116,#N/A
"594-1",2021-10-24,"24/10/2021 22:00",926245,516279,45,28,-9.9322072755806268,-9.8221709681058815,#N/A,-1694,-0.032255159516756657,-645,#N/A,#N/A,3.8066624897703196,-1088,#N/A
"595-1",2021-10-25,"25/10/2021 22:00",926365,516371,120,92,-8.9514670888673127,-8.6327031114644459,#N/A,-1574,-0.0049943539084600606,-525,#N/A,#N/A,4.7874917427820458,-996,#N/A
"596-1",2021-10-26,"26/10/2021 22:00",926451,516459,86,88,-9.2847227243682369,-8.67732916788305,#N/A,-1488,-0.0025059156082549668,-439,#N/A,#N/A,4.4543472962535073,-908,#N/A
"597-1",2021-10-27,"27/10/2021 22:00",926594,516523,143,64,-8.7763489771170491,-8.9959300577693213,#N/A,-1345,0.035054108074982888,-296,#N/A,#N/A,4.962844630259907,-844,#N/A
"598-1",2021-10-28,"28/10/2021 22:00",926751,516579,157,56,-8.6831096841970599,-9.1295776124884647,#N/A,-1188,0.067928124445464449,-139,#N/A,#N/A,5.0562458053483077,-788,#N/A
"599-1",2021-10-29,"29/10/2021 22:00",926806,516614,55,35,-9.7321366876524795,-9.5996693226748615,#N/A,-1133,0.033439311785660106,-84,#N/A,#N/A,4.0073331852324712,-753,#N/A
"600-1",2021-10-30,"30/10/2021 22:00",926833,516641,27,27,-10.443677245373902,-9.8592405246829493,#N/A,-1106,-0.0074731962075346853,-57,#N/A,#N/A,3.2958368660043291,-726,#N/A
"601-1",2021-10-31,"31/10/2021 22:00",926853,516658,20,17,-10.743807193058895,-10.321906629698036,#N/A,-1086,-0.057657488934332812,-37,#N/A,#N/A,2.9957322735539909,-709,#N/A
"602-1",2021-11-01,"01/11/2021 22:00",926890,516680,37,22,-10.12865230295434,-10.06411526284543,#N/A,-1049,-0.095273652124687053,0,#N/A,#N/A,3.6109179126442243,-687,#N/A
"603-1",2021-11-02,"02/11/2021 22:00",927049,516742,159,62,-8.6707717375079625,-9.0281046167586432,#N/A,-890,-0.026075805598808635,159,#N/A,#N/A,5.0689042022202315,-625,#N/A
"604-1",2021-11-03,"03/11/2021 22:00",927144,516790,95,48,-9.1859360459013466,-9.2841444281798058,#N/A,-795,-0.025190265682615405,254,0.46843006479830507,-0.75836846315636652,4.5538768916005408,-577,#N/A
"605-1",2021-11-04,"04/11/2021 22:00",927218,516846,74,56,-9.4358389852507738,-9.1300943688432046,#N/A,-721,-0.021411606271144752,328,0.25567934136560755,-1.3638311924181539,4.3040650932041702,-521,#N/A
"606-1",2021-11-05,"05/11/2021 22:00",927343,516878,125,32,-8.9116976489504758,-9.6897952901834952,#N/A,-596,0.028619259159813219,453,0.32287851709889015,-1.1304791345588254,4.8283137373023015,-489,#N/A
"607-1",2021-11-06,"06/11/2021 22:00",927379,516901,36,23,-10.156579258443655,-10.020090181485282,#N/A,-560,0.01534574317376999,489,0.076470363991838042,-2.5708520120074501,3.5835189384561099,-466,#N/A
"608-1",2021-11-07,"07/11/2021 22:00",927406,516914,27,13,-10.444295297692745,-10.590669863166619,#N/A,-533,0.012391816574934943,516,0.053744276006690406,-2.9235181105439194,3.2958368660043291,-453,#N/A
"609-1",2021-11-08,"08/11/2021 22:00",927509,516981,103,67,-9.1054732610623184,-8.9510039801490091,#N/A,-430,0.033710083841859098,619,0.18199850720303345,-1.7037567941201146,4.6347289882296359,-386,#N/A
"610-1",2021-11-09,"09/11/2021 22:00",927613,517021,104,40,-9.0959229393039269,-9.4669206331021911,#N/A,-326,0.020823844821409331,723,0.15530394947416859,-1.8623711178941447,4.6443908991413725,-346,#N/A
"611-1",2021-11-10,"10/11/2021 22:00",927787,517061,174,40,-8.5814083814888633,-9.4669979994072069,#N/A,-152,0.051242945309773462,897,0.21564663990003119,-1.5341141372754696,5.1590552992145291,-306,#N/A
"612-1",2021-11-11,"11/11/2021 22:00",927939,517104,152,43,-8.7167588484785234,-9.3947575989772485,#N/A,0,0.062982222036133961,1049,0.15653674633750114,-1.8544644956847396,5.0238805208462765,-263,#N/A
"613-1",2021-11-12,"12/11/2021 22:00",928093,517146,154,42,-8.7038516482958563,-9.418370284914463,#N/A,154,0.074880199803292968,1203,0.13698110757838133,-1.9879122635509412,5.0369526024136295,-221,#N/A
"614-1",2021-11-13,"13/11/2021 22:00",928145,517164,52,18,-9.7896715174487046,-10.265726157159508,-1.2346947048133143,206,0.058998252227697237,1255,0.042317135591205535,-3.1625631782406209,3.9512437185814275,-203,#N/A
"615-1",2021-11-14,"14/11/2021 22:00",928214,517181,69,17,-9.5068739147291801,-10.322918409400298,-1.2416922248762243,275,0.078257093356797508,1324,0.053521884931069685,-2.927664644591955,4.2341065045972597,-186,#N/A
"616-1",2021-11-15,"15/11/2021 22:00",928420,517229,206,48,-8.4132523753722328,-9.2849935816524969,-0.58143377690538123,481,0.093416338781121863,1530,0.14461027788952752,-1.9337128937092118,5.3278761687895813,-138,#N/A
"617-1",2021-11-16,"16/11/2021 22:00",928754,517272,334,43,-7.9302783511452288,-9.3950824459866364,-0.63994610518766537,815,0.1139910763630626,1864,0.19745698085905516,-1.622234536802005,5.8111409929767008,-95,#N/A
"618-1",2021-11-17,"17/11/2021 22:00",929256,517312,502,40,-7.5232692558870031,-9.4674833363487743,-0.73412837837233502,1317,0.14266855099449013,2366,0.23847604929279598,-1.4334863959488209,6.2186001196917289,-55,#N/A
"619-1",2021-11-18,"18/11/2021 22:00",929864,517367,608,55,-7.3322917172774487,-9.1491214249112005,-0.96871744470988741,1925,0.16765516294746521,2974,0.22870708248176808,-1.4753132099949249,6.4101748819661672,0,#N/A
"620-1",2021-11-19,"19/11/2021 22:00",930499,517397,635,30,-7.2895099696498313,-9.7553393768623859,-1.254980908676228,2560,0.18903154780035072,3609,0.19352287762268894,-1.6423595428927764,6.4536249988926917,30,#N/A
"621-1",2021-11-20,"20/11/2021 22:00",930905,517425,406,28,-7.7373412436315459,-9.8243882982190431,-1.9159156198440463,2966,0.21568079510435526,4015,0.10660662173807189,-2.2386096515616769,6.0063531596017325,58,-0.41665908420794101
"622-1",2021-11-21,"21/11/2021 22:00",931161,517451,256,26,-8.1988725506098916,-9.8985484519618314,-2.4914716599178282,3222,0.20273557088318175,4271,0.061810644460605246,-2.7836796888873092,5.5451774444795623,84,-0.99324254465125028
"623-1",2021-11-22,"22/11/2021 22:00",932327,517532,1166,81,-6.6834788804116956,-8.7622992221532403,-1.1748307307865833,4388,0.22189869368345899,5437,0.24137944630445496,-1.4213851176700059,7.0613343669104376,165,-0.3928519765626729
"624-1",2021-11-23,"23/11/2021 22:00",934085,517613,1758,81,-6.2744488746191127,-8.7624557342101621,-1.0878862549027986,6146,0.2265090576609044,7195,0.28015890217554684,-1.2723983290147127,7.4719320782451222,246,-0.91782675587579021
"625-1",2021-11-24,"24/11/2021 22:00",936399,517745,2314,132,-6.0018271804074192,-8.2743087100302457,-1.1408486895213235,8460,0.23101280518651521,9509,0.27885237821797659,-1.2770727475188708,7.7467329077536222,378,-0.84498765835651368
"626-1",2021-11-25,"25/11/2021 22:00",939244,517873,2845,128,-5.7979957979033561,-8.3053314583652593,-1.2382332751922989,11305,0.23467168436968727,12354,0.26174117871639879,-1.3403991309783805,7.9533183465604314,506,-1.2322266321573792
"627-1",2021-11-26,"26/11/2021 22:00",942184,518041,2940,168,-5.7682287660989946,-8.0336835180414425,-1.4646414375691967,14245,0.23117497404643392,15294,0.2134806973483272,-1.5442088609472144,7.9861648603327273,674,-1.2493417817474086
"628-1",2021-11-27,"27/11/2021 22:00",944043,518180,1859,139,-6.2291476034231223,-8.2234698798236785,-2.0983249532213275,16104,0.23534762686292032,17153,0.11471249080565471,-2.1653263609882152,7.5277939877214441,813,-1.673971107529838
"629-1",2021-11-28,"28/11/2021 22:00",945429,518293,1386,113,-6.524483443257223,-8.430799158085291,-2.4942105891977473,17490,0.2233079485698245,18539,0.077703535822767122,-2.554854516559387,7.2341771797498486,926,-2.0391204718459286
"630-1",2021-11-29,"29/11/2021 22:00",951330,518750,5901,457,-5.0796296842101718,-7.0340533159321295,-1.2353876436591313,23391,0.23353207927162087,24440,0.27634451305293872,-1.2861069559644314,8.682877107057168,1383,-0.91345451519540966
"631-1",2021-11-30,"30/11/2021 22:00",960543,519441,9213,691,-4.6420682176572017,-6.6217031814939018,-1.1023683922916487,32604,0.23460774755344393,33653,0.31988107085950901,-1.1398060058327015,9.1283708091089313,2074,-0.90331513738106639
"632-1",2021-12-01,"01/12/2021 22:00",971674,520350,11131,909,-4.463531076033302,-6.3490377598966488,-1.2251497389753385,43735,0.23266254568871833,44784,0.28574872761019421,-1.2526424291248501,9.3174892874932258,2983,-1.0121124542495676
"633-1",2021-12-02,"02/12/2021 22:00",983570,521369,11896,1019,-4.4089085439350546,-6.2366582584874273,-1.4246531295153453,55631,0.22344124869090795,56680,0.23557048204938269,-1.4457451234691383,9.3839574881399912,4002,-1.2246357174234888
"634-1",2021-12-03,"03/12/2021 22:00",994845,522486,11275,1117,-4.4743054057365024,-6.1468817875753734,-1.689845419199673,66906,0.20587069462891811,67955,0.18142430658483022,-1.7069167558738543,9.3303431643708787,5119,-1.4017537589461466
"635-1",2021-12-04,"04/12/2021 22:00",1001966,523173,7121,687,-4.9431071021626423,-6.6346762499656347,-2.2912373003252888,74027,0.19802820918948413,75076,0.099655212386693393,-2.3060389267500656,8.8708034439821244,5806,-2.0720071801396602
"636-1",2021-12-05,"05/12/2021 22:00",1005842,523606,3876,433,-5.5568467418898013,-7.0973434227007441,-2.9752520028792873,77903,0.16289551362919896,78952,0.050339139075701311,-2.9889723916122857,8.2625589730106572,6239,-2.6320889995528578
"637-1",2021-12-06,"06/12/2021 22:00",1017974,525335,12132,1729,-4.4237343681370733,-5.7148450698472706,-1.93285756188798,90035,0.14184912859349033,91084,0.14294208479671333,-1.9453157321790409,9.4036018688084724,7968,-1.4080754270488645
"638-1",2021-12-07,"07/12/2021 22:00",1030956,527625,12982,2290,-4.3683486396552258,-5.437659949962371,-2.0047383101984084,103017,0.10282996876103592,104066,0.13324315557638045,-2.0155795825358713,9.4713190615934142,10258,-1.3758516022826341
"639-1",2021-12-08,"08/12/2021 22:00",1043015,530208,12059,2583,-4.4542506869279235,-5.3218770728533098,-2.2009426724288508,115076,0.066627850307584974,116125,0.10964188389120366,-2.2105358251778071,9.3975665481035922,12841,-1.4934997424650116
"640-1",2021-12-09,"09/12/2021 22:00",1056195,533412,13180,3204,-4.3774555125257351,-5.1118832287169793,-2.2215998733295979,128256,0.044603681309846516,129305,0.10750675765640061,-2.2302015714701415,9.4864558080564976,16045,-1.501686816783891
"641-1",2021-12-10,"10/12/2021 22:00",1066981,536679,10786,3267,-4.5892635796927808,-5.0984765504177743,-2.5164248196579853,139042,0.017321658363224673,140091,0.080118256660398401,-2.5242515275276127,9.2860042758971719,19312,-1.6856205517194485
"642-1",2021-12-11,"11/12/2021 22:00",1073347,538245,6366,1566,-5.1245929090270899,-5.838332754790871,-3.1062719902573424,145408,0.0064440467303870808,146457,0.044439658563895534,-3.1136229973208813,8.7587266078420374,20878,-2.5514400088163955
"643-1",2021-12-12,"12/12/2021 22:00",1076555,539218,3208,973,-5.8143819259408112,-6.3165882270461111,-3.8248268431132288,148616,-0.021453508397495644,149665,0.021667593139982344,-3.8319375383619283,8.0734029689864055,21851,-3.0889289781515434
"644-1",2021-12-13,"13/12/2021 22:00",1084775,543553,8220,4335,-4.8787568407919766,-4.8274046411538523,-2.9218337818355313,156836,-0.035941551182979703,157885,0.05346745676099296,-2.9286820950017116,9.0143254880502255,26186,-1.7093785327357314
"645-1",2021-12-14,"14/12/2021 22:00",1092110,548299,7335,4746,-4.9998418581815889,-4.7451749793009101,-3.0854842578401187,164171,-0.06445472471591554,165220,0.045410999218686854,-3.0920009297389712,8.9004126905770828,30932,-1.7923616708677041
"646-1",2021-12-15,"15/12/2021 22:00",1098964,553052,6854,4753,-5.0741642477647515,-4.7523635006047611,-3.1965964360954788,171025,-0.081606446605472532,172074,0.040646697713743407,-3.2028376833425085,8.8325877024345534,35685,-1.9453360141685963
"647-1",2021-12-16,"16/12/2021 22:00",1101472,554940,2508,1888,-6.0837775651695605,-5.6816384309269692,-4.2296119717389802,173533,-0.14784172976987145,174582,0.014469928459467596,-4.235682682409875,7.8272409017528117,37573,-2.965100747472222
"648-1",2021-12-17,"17/12/2021 22:00",1106244,558953,4772,4013,-5.4437995337620624,-4.9329257673013869,-3.6071968338361566,178305,-0.14248029828181949,179354,0.026966961181985383,-3.6131428221873905,8.4705207832178075,41586,-2.2879145848642208
"649-1",2021-12-18,"18/12/2021 22:00",1108542,561129,2298,2176,-6.1777243449778751,-5.5505204082922637,-4.357866062916834,180603,-0.14897109865404998,181652,0.012731262301464596,-4.3636947117479288,7.7397944584087011,43762,-2.9758847699205377
"650-1",2021-12-19,"19/12/2021 22:00",1110250,562371,1708,1242,-6.4762477091708019,-6.1143335201962392,-4.6656882323576099,182311,-0.1328189423124958,183360,0.0093586647353536279,-4.6714526551483528,7.4430783743485156,45004,-3.576068266958619
"651-1",2021-12-20,"20/12/2021 22:00",1114325,567268,4075,4897,-5.6093021193551484,-4.7478771741944072,-3.8119165203214895,186386,-0.11531737472937573,187435,0.021980685114645127,-3.8175911605813719,8.3126260256749624,49901,-2.2702179279168875
"652-1",2021-12-21,"21/12/2021 22:00",1118378,571948,4053,4680,-5.6183626114365124,-4.8016446695088604,-3.839137797180018,190439,-0.10954375014694875,191488,0.021393024830883789,-3.8446903525671932,8.3072126266283082,54581,-2.4119001486026268
"653-1",2021-12-22,"22/12/2021 22:00",1121874,576481,3496,4533,-5.7695761884067354,-4.8416138546179672,-4.0068218227124524,193935,-0.098411776572943505,194984,0.018092360443402455,-4.0122655047592009,8.1593747367754261,59114,-2.5284580388471829
"654-1",2021-12-23,"23/12/2021 22:00",1124556,580512,2682,4031,-6.037387127895971,-4.9664139661711078,-4.2878354377917365,196617,-0.087426033800446959,197666,0.013661233727340516,-4.2931931121286055,7.8943180638416237,63145,-2.7186175477575669
"655-1",2021-12-24,"24/12/2021 22:00",1126536,583396,1980,2884,-6.3429264276463391,-5.3072111407837959,-4.6031749984772823,198597,-0.1015304894347806,199646,0.0099670606045219046,-4.6084695624974046,7.5908521236885811,66029,-3.1086687396704273
"656-1",2021-12-25,"25/12/2021 22:00",1127314,584197,778,801,-7.2782766785504487,-6.5914466382339363,-5.5442619513997986,199375,-0.13079029800399578,200424,0.0038893242718707199,-5.5495198454716066,6.6567265241783913,66830,-4.4180234505806233
"657-1",2021-12-26,"26/12/2021 22:00",1128294,585218,980,1021,-7.0482303024909356,-6.3503289289146005,-5.3178428424080577,200355,-0.11285702205918663,201404,0.0048777185413850788,-5.3230776804461488,6.8875525716646173,67851,-4.1889601424912994
"658-1",2021-12-27,"27/12/2021 22:00",1129490,586383,1196,1165,-6.8500091506344116,-6.2202578713212677,-5.1240854424953728,201551,-0.13558128912928824,202600,0.0059207507541589877,-5.1292920215458553,7.0867379345105768,69016,-4.0731172321504685
"659-1",2021-12-28,"28/12/2021 22:00",1131768,589762,2278,3379,-6.2072311906966835,-5.1592676806042705,-4.4883693271248779,203829,-0.10802419403436021,204878,0.011181088217247392,-4.4935314799233916,7.7310531440071273,72395,-3.0407531866425441
"660-1",2021-12-29,"29/12/2021 22:00",1133721,592911,1953,3149,-6.3630318284817049,-5.2352979240221851,-4.6526865185589088,205782,-0.095066124703604871,206831,0.0094873546562705968,-4.6577954558749033,7.5771219308766788,75544,-3.1564168458698121
"661-1",2021-12-30,"30/12/2021 22:00",1135548,595632,1827,2721,-6.4313903581617264,-5.3863350787867867,-4.7285649075260139,207609,-0.069824331039549062,208658,0.0087945133350206817,-4.7336272366021035,7.5104305563780063,78265,-3.3414605972613862
"662-1",2021-12-31,"31/12/2021 22:00",1136927,597873,1379,2241,-6.7141189227728599,-5.5845790845428072,-5.0176098958880742,208988,-0.062051950823680452,210037,0.0065871576508182983,-5.022633335980367,7.2291138777933019,80506,-3.5673271234225123
"663-1",2022-01-01,"01/01/2022 22:00",1137576,598553,649,680,-7.4686922005587926,-6.7796092509563781,-5.7761501116743545,209637,-0.066326054424807393,210686,0.0030851677459011739,-5.7811492484186999,6.4754327167040904,81186,-4.7782026957463879
"664-1",2022-01-02,"02/01/2022 22:00",1138523,599266,947,713,-7.0915272391980411,-6.7333842420193193,-5.4020880757282574,210584,-0.03561814066541874,211633,0.0044847690360239056,-5.4070682817820295,6.8532990931860782,81899,-4.7393918439098179
"665-1",2022-01-03,"03/01/2022 22:00",1140648,602128,2125,2862,-6.2846477866402752,-5.3465680748540159,-4.6011372269467712,212709,-0.0078994209874419553,213758,0.0099908915612214599,-4.6060814449362919,7.6615270813585168,84761,-3.3711896343038523
"666-1",2022-01-04,"04/01/2022 22:00",1142686,604755,2038,2627,-6.3282755536477593,-5.4368050112695263,-4.6527276665463031,214747,2.1688486787650729e-05,215796,0.0094889829539734905,-4.6576238423907492,7.6197242137826704,87388,-3.489293058879432
"667-1",2022-01-05,"05/01/2022 22:00",1143740,605902,1054,1147,-6.9890054771854695,-6.26862114853175,-5.3193171875876351,215801,-0.032055165087205975,216850,0.0048723533103149919,-5.3241782326663234,6.9603477291013078,88535,-4.3397352106493265
